Step X Y Z 
121000 9.122170e-11 0.000000e+00 0.000000e+00
122000 7.746656e-11 0.000000e+00 0.000000e+00
123000 8.441919e-11 0.000000e+00 0.000000e+00
124000 7.867089e-11 0.000000e+00 0.000000e+00
125000 6.526968e-11 0.000000e+00 0.000000e+00
126000 4.949122e-11 0.000000e+00 0.000000e+00
127000 6.403472e-11 0.000000e+00 0.000000e+00
128000 5.365757e-11 0.000000e+00 0.000000e+00
129000 9.577951e-11 0.000000e+00 0.000000e+00
130000 9.865520e-11 0.000000e+00 0.000000e+00
131000 1.061237e-10 0.000000e+00 0.000000e+00
132000 1.040969e-10 0.000000e+00 0.000000e+00
133000 7.139430e-11 0.000000e+00 0.000000e+00
134000 6.867709e-11 0.000000e+00 0.000000e+00
135000 6.641887e-11 0.000000e+00 0.000000e+00
136000 7.511051e-11 0.000000e+00 0.000000e+00
137000 7.020709e-11 0.000000e+00 0.000000e+00
138000 8.894809e-11 0.000000e+00 0.000000e+00
139000 1.016221e-10 0.000000e+00 0.000000e+00
140000 1.035498e-10 0.000000e+00 0.000000e+00
141000 1.000196e-10 0.000000e+00 0.000000e+00
142000 9.330477e-11 0.000000e+00 0.000000e+00
143000 9.698129e-11 0.000000e+00 0.000000e+00
144000 8.196697e-11 0.000000e+00 0.000000e+00
145000 1.028748e-10 0.000000e+00 0.000000e+00
146000 1.011755e-10 0.000000e+00 0.000000e+00
147000 8.006859e-11 0.000000e+00 0.000000e+00
148000 9.411962e-11 0.000000e+00 0.000000e+00
149000 9.778681e-11 0.000000e+00 0.000000e+00
150000 1.216617e-10 0.000000e+00 0.000000e+00
151000 1.182186e-10 0.000000e+00 0.000000e+00
152000 1.192156e-10 0.000000e+00 0.000000e+00
153000 1.263737e-10 0.000000e+00 0.000000e+00
154000 1.252178e-10 0.000000e+00 0.000000e+00
155000 1.200080e-10 0.000000e+00 0.000000e+00
156000 1.227674e-10 0.000000e+00 0.000000e+00
157000 1.172214e-10 0.000000e+00 0.000000e+00
158000 1.050013e-10 0.000000e+00 0.000000e+00
159000 1.146611e-10 0.000000e+00 0.000000e+00
160000 1.118840e-10 0.000000e+00 0.000000e+00
161000 1.075582e-10 0.000000e+00 0.000000e+00
162000 1.103767e-10 0.000000e+00 0.000000e+00
163000 1.126058e-10 0.000000e+00 0.000000e+00
164000 1.163272e-10 0.000000e+00 0.000000e+00
165000 1.090056e-10 0.000000e+00 0.000000e+00
166000 1.066986e-10 0.000000e+00 0.000000e+00
167000 1.098429e-10 0.000000e+00 0.000000e+00
168000 1.080546e-10 0.000000e+00 0.000000e+00
169000 1.089665e-10 0.000000e+00 0.000000e+00
170000 8.748385e-11 0.000000e+00 0.000000e+00
171000 6.740972e-11 0.000000e+00 0.000000e+00
172000 5.550816e-11 0.000000e+00 0.000000e+00
173000 6.052482e-11 0.000000e+00 0.000000e+00
174000 7.238422e-11 0.000000e+00 0.000000e+00
175000 1.021973e-10 0.000000e+00 0.000000e+00
176000 1.181144e-10 0.000000e+00 0.000000e+00
177000 1.319315e-10 0.000000e+00 0.000000e+00
178000 1.273673e-10 0.000000e+00 0.000000e+00
179000 1.294850e-10 0.000000e+00 0.000000e+00
180000 1.286196e-10 0.000000e+00 0.000000e+00
181000 1.236131e-10 0.000000e+00 0.000000e+00
182000 1.243165e-10 0.000000e+00 0.000000e+00
183000 1.209556e-10 0.000000e+00 0.000000e+00
184000 1.385888e-10 0.000000e+00 0.000000e+00
185000 1.208024e-10 0.000000e+00 0.000000e+00
186000 1.139647e-10 0.000000e+00 0.000000e+00
187000 1.156263e-10 0.000000e+00 0.000000e+00
188000 1.136131e-10 0.000000e+00 0.000000e+00
189000 1.111664e-10 0.000000e+00 0.000000e+00
190000 1.131033e-10 0.000000e+00 0.000000e+00
191000 1.130154e-10 0.000000e+00 0.000000e+00
192000 6.454228e-11 0.000000e+00 0.000000e+00
193000 4.793722e-11 0.000000e+00 0.000000e+00
194000 5.222794e-11 0.000000e+00 0.000000e+00
195000 -4.274307e-11 0.000000e+00 0.000000e+00
196000 -1.043910e-10 0.000000e+00 0.000000e+00
197000 -1.105849e-10 0.000000e+00 0.000000e+00
198000 -1.081124e-10 0.000000e+00 0.000000e+00
199000 -1.118208e-10 0.000000e+00 0.000000e+00
200000 -8.920956e-11 0.000000e+00 0.000000e+00
201000 -9.435478e-11 0.000000e+00 0.000000e+00
202000 -1.070072e-10 0.000000e+00 0.000000e+00
203000 -1.096213e-10 0.000000e+00 0.000000e+00
204000 -1.025213e-10 0.000000e+00 0.000000e+00
205000 -1.055540e-10 0.000000e+00 0.000000e+00
206000 -8.816098e-11 0.000000e+00 0.000000e+00
207000 -7.996190e-11 0.000000e+00 0.000000e+00
208000 -8.521841e-11 0.000000e+00 0.000000e+00
209000 -8.439195e-11 0.000000e+00 0.000000e+00
210000 -7.803402e-11 0.000000e+00 0.000000e+00
211000 -8.145266e-11 0.000000e+00 0.000000e+00
212000 -4.836478e-11 0.000000e+00 0.000000e+00
213000 -7.106434e-11 0.000000e+00 0.000000e+00
214000 -8.345365e-11 0.000000e+00 0.000000e+00
215000 -7.259644e-11 0.000000e+00 0.000000e+00
216000 -7.603593e-11 0.000000e+00 0.000000e+00
217000 -6.911293e-11 0.000000e+00 0.000000e+00
218000 -6.580483e-11 0.000000e+00 0.000000e+00
219000 -5.771999e-11 0.000000e+00 0.000000e+00
220000 -6.482030e-11 0.000000e+00 0.000000e+00
221000 -6.217099e-11 0.000000e+00 0.000000e+00
222000 -5.888590e-11 0.000000e+00 0.000000e+00
223000 -6.392555e-11 0.000000e+00 0.000000e+00
224000 -6.029899e-11 0.000000e+00 0.000000e+00
225000 -5.552057e-11 0.000000e+00 0.000000e+00
226000 -6.277868e-11 0.000000e+00 0.000000e+00
227000 -5.360964e-11 0.000000e+00 0.000000e+00
228000 -5.608051e-11 0.000000e+00 0.000000e+00
229000 -5.963180e-11 0.000000e+00 0.000000e+00
230000 -7.869397e-11 0.000000e+00 0.000000e+00
231000 -9.983094e-11 0.000000e+00 0.000000e+00
232000 -9.685822e-11 0.000000e+00 0.000000e+00
233000 -9.805147e-11 0.000000e+00 0.000000e+00
234000 -9.598323e-11 0.000000e+00 0.000000e+00
235000 -9.039900e-11 0.000000e+00 0.000000e+00
236000 -9.258372e-11 0.000000e+00 0.000000e+00
237000 -1.191772e-10 0.000000e+00 0.000000e+00
238000 -1.253401e-10 0.000000e+00 0.000000e+00
239000 -1.013360e-10 0.000000e+00 0.000000e+00
240000 -9.334965e-11 0.000000e+00 0.000000e+00
241000 -1.136732e-10 0.000000e+00 0.000000e+00
242000 -1.006876e-10 0.000000e+00 0.000000e+00
243000 -1.179240e-10 0.000000e+00 0.000000e+00
244000 -1.170020e-10 0.000000e+00 0.000000e+00
245000 -1.126737e-10 0.000000e+00 0.000000e+00
246000 -1.064380e-10 0.000000e+00 0.000000e+00
247000 -1.295849e-10 0.000000e+00 0.000000e+00
248000 -1.154489e-10 0.000000e+00 0.000000e+00
249000 -1.140649e-10 0.000000e+00 0.000000e+00
250000 -1.236178e-10 0.000000e+00 0.000000e+00
251000 -1.210771e-10 0.000000e+00 0.000000e+00
252000 -1.160378e-10 0.000000e+00 0.000000e+00
253000 -1.278674e-10 0.000000e+00 0.000000e+00
254000 -1.227012e-10 0.000000e+00 0.000000e+00
255000 -1.265808e-10 0.000000e+00 0.000000e+00
256000 -1.315303e-10 0.000000e+00 0.000000e+00
257000 -1.218134e-10 0.000000e+00 0.000000e+00
258000 -6.131574e-11 0.000000e+00 0.000000e+00
259000 -8.684442e-11 0.000000e+00 0.000000e+00
260000 -1.088046e-10 0.000000e+00 0.000000e+00
261000 -1.105597e-10 0.000000e+00 0.000000e+00
262000 -1.027271e-10 0.000000e+00 0.000000e+00
263000 -9.832735e-11 0.000000e+00 0.000000e+00
264000 -9.145039e-11 0.000000e+00 0.000000e+00
265000 -8.597460e-11 0.000000e+00 0.000000e+00
266000 -8.228835e-11 0.000000e+00 0.000000e+00
267000 -7.039581e-11 0.000000e+00 0.000000e+00
268000 -6.707277e-11 0.000000e+00 0.000000e+00
269000 -6.821692e-11 0.000000e+00 0.000000e+00
270000 -7.455719e-11 0.000000e+00 0.000000e+00
271000 -7.504801e-11 0.000000e+00 0.000000e+00
272000 -7.690394e-11 0.000000e+00 0.000000e+00
273000 -9.489231e-11 0.000000e+00 0.000000e+00
274000 -8.747225e-11 0.000000e+00 0.000000e+00
275000 -9.379748e-11 0.000000e+00 0.000000e+00
276000 -9.572606e-11 0.000000e+00 0.000000e+00
277000 -7.346709e-11 0.000000e+00 0.000000e+00
278000 -6.582993e-11 0.000000e+00 0.000000e+00
279000 -5.227456e-11 0.000000e+00 0.000000e+00
280000 -4.938700e-11 0.000000e+00 0.000000e+00
281000 -3.371697e-11 0.000000e+00 0.000000e+00
282000 -3.957023e-11 0.000000e+00 0.000000e+00
283000 -3.672488e-11 0.000000e+00 0.000000e+00
284000 -5.408994e-11 0.000000e+00 0.000000e+00
285000 -3.496086e-11 0.000000e+00 0.000000e+00
286000 -4.591025e-11 0.000000e+00 0.000000e+00
287000 -5.054684e-11 0.000000e+00 0.000000e+00
288000 -4.044655e-11 0.000000e+00 0.000000e+00
289000 4.353610e-11 0.000000e+00 0.000000e+00
290000 4.143764e-11 0.000000e+00 0.000000e+00
291000 3.017845e-11 0.000000e+00 0.000000e+00
292000 -2.827583e-11 0.000000e+00 0.000000e+00
293000 3.816700e-11 0.000000e+00 0.000000e+00
294000 -1.586740e-11 0.000000e+00 0.000000e+00
295000 -2.093014e-11 0.000000e+00 0.000000e+00
296000 -2.593610e-11 0.000000e+00 0.000000e+00
297000 -3.251996e-11 0.000000e+00 0.000000e+00
298000 -2.943775e-11 0.000000e+00 0.000000e+00
299000 -3.750311e-11 0.000000e+00 0.000000e+00
300000 -3.863337e-11 0.000000e+00 0.000000e+00
301000 -5.734142e-11 0.000000e+00 0.000000e+00
302000 -4.177867e-11 0.000000e+00 0.000000e+00
303000 -4.708637e-11 0.000000e+00 0.000000e+00
304000 -4.421012e-11 0.000000e+00 0.000000e+00
305000 -5.160163e-11 0.000000e+00 0.000000e+00
306000 -5.824117e-11 0.000000e+00 0.000000e+00
307000 -8.357463e-11 0.000000e+00 0.000000e+00
308000 -9.212614e-11 0.000000e+00 0.000000e+00
309000 -9.004816e-11 0.000000e+00 0.000000e+00
310000 -1.172233e-10 0.000000e+00 0.000000e+00
311000 -1.342177e-10 0.000000e+00 0.000000e+00
312000 -1.306760e-10 0.000000e+00 0.000000e+00
313000 -1.149172e-10 0.000000e+00 0.000000e+00
314000 -1.111638e-10 0.000000e+00 0.000000e+00
315000 -1.288603e-10 0.000000e+00 0.000000e+00
316000 -1.245982e-10 0.000000e+00 0.000000e+00
