step K U E temp
0 5.792619e-23 9.845649e-22 1.042491e-21 8.391154e+00
1000 9.902032e-22 3.237483e-21 4.227686e-21 1.434403e+02
2000 4.277886e-21 2.155547e-21 6.433434e-21 6.196921e+02
3000 2.859833e-22 3.649276e-22 6.509110e-22 4.142738e+01
4000 4.733174e-21 9.903225e-23 4.832206e-21 6.856448e+02
5000 1.483723e-23 6.666323e-22 6.814695e-22 2.149312e+00
6000 1.618083e-22 8.089351e-22 9.707434e-22 2.343945e+01
7000 3.358597e-22 1.275681e-22 4.634278e-22 4.865244e+01
8000 1.138662e-20 1.110383e-20 2.249045e-20 1.649458e+03
9000 9.206667e-22 2.613804e-21 3.534471e-21 1.333672e+02
10000 5.287254e-23 2.151354e-22 2.680079e-22 7.659085e+00
11000 1.337087e-21 4.633002e-21 5.970090e-21 1.936897e+02
12000 5.157285e-24 3.581504e-21 3.586662e-21 7.470813e-01
13000 2.207907e-21 1.149249e-20 1.370040e-20 3.198362e+02
14000 2.756053e-22 1.822092e-22 4.578145e-22 3.992402e+01
15000 1.952576e-21 1.639298e-22 2.116506e-21 2.828490e+02
16000 1.604484e-22 5.421790e-21 5.582239e-21 2.324246e+01
17000 3.303652e-25 1.258351e-21 1.258681e-21 4.785651e-02
18000 2.373083e-21 8.231784e-22 3.196262e-21 3.437634e+02
19000 3.702162e-22 6.250976e-22 9.953138e-22 5.362930e+01
20000 5.081042e-22 1.392980e-22 6.474022e-22 7.360368e+01
21000 5.712896e-22 1.098861e-21 1.670151e-21 8.275667e+01
22000 1.341511e-21 4.977250e-21 6.318761e-21 1.943305e+02
23000 9.347437e-21 2.207259e-21 1.155470e-20 1.354064e+03
24000 2.082940e-22 2.555727e-21 2.764022e-21 3.017335e+01
25000 1.611046e-20 1.541683e-22 1.626463e-20 2.333752e+03
26000 1.525285e-23 4.709902e-22 4.862431e-22 2.209519e+00
27000 5.752845e-21 9.355066e-23 5.846396e-21 8.333538e+02
28000 9.355907e-22 1.170392e-22 1.052630e-21 1.355291e+02
29000 9.985131e-22 5.127067e-21 6.125580e-21 1.446440e+02
30000 7.549680e-21 1.419824e-21 8.969503e-21 1.093642e+03
31000 9.630231e-21 7.505009e-21 1.713524e-20 1.395030e+03
32000 2.338729e-22 5.933808e-24 2.398067e-22 3.387869e+01
33000 2.256613e-22 8.243222e-21 8.468883e-21 3.268917e+01
34000 8.108017e-22 5.704803e-24 8.165065e-22 1.174523e+02
35000 1.002052e-21 1.991240e-22 1.201176e-21 1.451566e+02
36000 2.681716e-22 3.044494e-22 5.726210e-22 3.884718e+01
37000 1.271649e-20 1.792724e-22 1.289576e-20 1.842103e+03
38000 8.456398e-23 2.572183e-22 3.417823e-22 1.224989e+01
39000 6.254112e-22 3.288234e-21 3.913645e-21 9.059670e+01
40000 2.648963e-21 4.637639e-22 3.112727e-21 3.837273e+02
41000 1.055788e-23 1.195222e-22 1.300801e-22 1.529408e+00
42000 1.284104e-21 6.930133e-22 1.977118e-21 1.860146e+02
43000 1.778584e-25 1.426545e-21 1.426723e-21 2.576446e-02
44000 3.321319e-22 4.642292e-21 4.974424e-21 4.811243e+01
45000 1.540337e-23 4.019006e-21 4.034409e-21 2.231323e+00
46000 4.706105e-22 1.317420e-20 1.364481e-20 6.817236e+01
47000 8.146610e-23 4.552890e-22 5.367551e-22 1.180113e+01
48000 1.986277e-21 2.211782e-21 4.198059e-21 2.877310e+02
49000 4.328742e-23 3.406318e-22 3.839192e-22 6.270591e+00
50000 8.996382e-22 1.207603e-22 1.020398e-21 1.303211e+02
