Step X Y Z 
125000 9.967504e-11 0.000000e+00 0.000000e+00
130000 1.011215e-10 0.000000e+00 0.000000e+00
135000 1.022599e-10 0.000000e+00 0.000000e+00
140000 9.654408e-11 0.000000e+00 0.000000e+00
145000 9.559684e-11 0.000000e+00 0.000000e+00
150000 9.464281e-11 0.000000e+00 0.000000e+00
155000 9.308672e-11 0.000000e+00 0.000000e+00
160000 9.201110e-11 0.000000e+00 0.000000e+00
165000 9.841817e-11 0.000000e+00 0.000000e+00
170000 1.038838e-10 0.000000e+00 0.000000e+00
175000 1.048840e-10 0.000000e+00 0.000000e+00
180000 9.072117e-11 0.000000e+00 0.000000e+00
185000 1.054446e-10 0.000000e+00 0.000000e+00
190000 1.068173e-10 0.000000e+00 0.000000e+00
195000 9.782428e-11 0.000000e+00 0.000000e+00
200000 8.934894e-11 0.000000e+00 0.000000e+00
205000 1.080972e-10 0.000000e+00 0.000000e+00
210000 9.755174e-11 0.000000e+00 0.000000e+00
215000 9.694600e-11 0.000000e+00 0.000000e+00
220000 9.444915e-11 0.000000e+00 0.000000e+00
225000 9.571850e-11 0.000000e+00 0.000000e+00
230000 9.637510e-11 0.000000e+00 0.000000e+00
235000 8.833690e-11 0.000000e+00 0.000000e+00
240000 8.859106e-11 0.000000e+00 0.000000e+00
245000 8.737529e-11 0.000000e+00 0.000000e+00
250000 8.665194e-11 0.000000e+00 0.000000e+00
255000 8.573489e-11 0.000000e+00 0.000000e+00
260000 1.093622e-10 0.000000e+00 0.000000e+00
265000 8.457272e-11 0.000000e+00 0.000000e+00
270000 9.151645e-11 0.000000e+00 0.000000e+00
275000 9.856935e-11 0.000000e+00 0.000000e+00
280000 1.100655e-10 0.000000e+00 0.000000e+00
285000 1.110268e-10 0.000000e+00 0.000000e+00
290000 8.117441e-11 0.000000e+00 0.000000e+00
295000 9.027973e-11 0.000000e+00 0.000000e+00
300000 1.058789e-10 0.000000e+00 0.000000e+00
305000 1.003958e-10 0.000000e+00 0.000000e+00
310000 9.552985e-11 0.000000e+00 0.000000e+00
315000 1.002519e-10 0.000000e+00 0.000000e+00
320000 8.988941e-11 0.000000e+00 0.000000e+00
325000 7.792908e-11 0.000000e+00 0.000000e+00
330000 1.023006e-10 0.000000e+00 0.000000e+00
335000 1.116250e-10 0.000000e+00 0.000000e+00
340000 1.124352e-10 0.000000e+00 0.000000e+00
345000 7.783960e-11 0.000000e+00 0.000000e+00
350000 6.328580e-11 0.000000e+00 0.000000e+00
355000 1.064923e-10 0.000000e+00 0.000000e+00
360000 1.152261e-10 0.000000e+00 0.000000e+00
365000 8.645735e-11 0.000000e+00 0.000000e+00
370000 9.771778e-11 0.000000e+00 0.000000e+00
375000 1.132024e-10 0.000000e+00 0.000000e+00
380000 9.453030e-11 0.000000e+00 0.000000e+00
385000 7.692527e-11 0.000000e+00 0.000000e+00
390000 5.148041e-11 0.000000e+00 0.000000e+00
395000 8.399601e-11 0.000000e+00 0.000000e+00
400000 7.718592e-11 0.000000e+00 0.000000e+00
405000 -1.016218e-10 0.000000e+00 0.000000e+00
410000 -9.988790e-11 0.000000e+00 0.000000e+00
415000 -9.875797e-11 0.000000e+00 0.000000e+00
420000 -9.720436e-11 0.000000e+00 0.000000e+00
425000 -1.031557e-10 0.000000e+00 0.000000e+00
430000 -9.620799e-11 0.000000e+00 0.000000e+00
435000 -1.046640e-10 0.000000e+00 0.000000e+00
440000 -1.060584e-10 0.000000e+00 0.000000e+00
445000 -9.500749e-11 0.000000e+00 0.000000e+00
450000 -9.419510e-11 0.000000e+00 0.000000e+00
455000 -9.316653e-11 0.000000e+00 0.000000e+00
460000 -9.189265e-11 0.000000e+00 0.000000e+00
465000 -9.100529e-11 0.000000e+00 0.000000e+00
470000 -1.026262e-10 0.000000e+00 0.000000e+00
475000 -9.540536e-11 0.000000e+00 0.000000e+00
480000 -1.077927e-10 0.000000e+00 0.000000e+00
485000 -1.090203e-10 0.000000e+00 0.000000e+00
490000 -8.992866e-11 0.000000e+00 0.000000e+00
495000 -9.381474e-11 0.000000e+00 0.000000e+00
500000 -1.067375e-10 0.000000e+00 0.000000e+00
505000 -8.865125e-11 0.000000e+00 0.000000e+00
510000 -8.678716e-11 0.000000e+00 0.000000e+00
515000 -9.053642e-11 0.000000e+00 0.000000e+00
520000 -9.268674e-11 0.000000e+00 0.000000e+00
525000 -1.047890e-10 0.000000e+00 0.000000e+00
530000 -9.012398e-11 0.000000e+00 0.000000e+00
535000 -1.021122e-10 0.000000e+00 0.000000e+00
540000 -9.978363e-11 0.000000e+00 0.000000e+00
545000 -1.136368e-10 0.000000e+00 0.000000e+00
550000 -9.592967e-11 0.000000e+00 0.000000e+00
555000 -1.131148e-10 0.000000e+00 0.000000e+00
560000 -1.066604e-10 0.000000e+00 0.000000e+00
565000 -1.081573e-10 0.000000e+00 0.000000e+00
570000 -1.003742e-10 0.000000e+00 0.000000e+00
