FX FY FZ 
-7.388928e-10 0.000000e+00 0.000000e+00
3.136784e-09 0.000000e+00 0.000000e+00
1.569305e-09 0.000000e+00 0.000000e+00
-2.582432e-09 0.000000e+00 0.000000e+00
-4.028891e-09 0.000000e+00 0.000000e+00
-6.402231e-10 0.000000e+00 0.000000e+00
5.159891e-09 0.000000e+00 0.000000e+00
3.178554e-09 0.000000e+00 0.000000e+00
6.228577e-09 0.000000e+00 0.000000e+00
4.051973e-09 0.000000e+00 0.000000e+00
2.259250e-09 0.000000e+00 0.000000e+00
7.737447e-09 0.000000e+00 0.000000e+00
8.065872e-09 0.000000e+00 0.000000e+00
8.212358e-09 0.000000e+00 0.000000e+00
8.142283e-09 0.000000e+00 0.000000e+00
6.147340e-09 0.000000e+00 0.000000e+00
1.485113e-08 0.000000e+00 0.000000e+00
1.004228e-08 0.000000e+00 0.000000e+00
1.320858e-08 0.000000e+00 0.000000e+00
1.257483e-08 0.000000e+00 0.000000e+00
9.966715e-09 0.000000e+00 0.000000e+00
1.378504e-08 0.000000e+00 0.000000e+00
1.277669e-08 0.000000e+00 0.000000e+00
1.338355e-08 0.000000e+00 0.000000e+00
1.317511e-08 0.000000e+00 0.000000e+00
1.496954e-08 0.000000e+00 0.000000e+00
-6.490003e-09 0.000000e+00 0.000000e+00
-6.229338e-09 0.000000e+00 0.000000e+00
-5.929869e-09 0.000000e+00 0.000000e+00
-9.498965e-09 0.000000e+00 0.000000e+00
-8.965663e-09 0.000000e+00 0.000000e+00
-5.841362e-09 0.000000e+00 0.000000e+00
-5.712152e-09 0.000000e+00 0.000000e+00
-4.782007e-09 0.000000e+00 0.000000e+00
-5.524628e-09 0.000000e+00 0.000000e+00
-6.534685e-09 0.000000e+00 0.000000e+00
1.760182e-08 0.000000e+00 0.000000e+00
1.841016e-08 0.000000e+00 0.000000e+00
1.837071e-08 0.000000e+00 0.000000e+00
1.888516e-08 0.000000e+00 0.000000e+00
1.832561e-08 0.000000e+00 0.000000e+00
-1.459207e-08 0.000000e+00 0.000000e+00
-1.291689e-08 0.000000e+00 0.000000e+00
-1.563938e-08 0.000000e+00 0.000000e+00
-1.499762e-08 0.000000e+00 0.000000e+00
-1.438574e-08 0.000000e+00 0.000000e+00
-2.043408e-08 0.000000e+00 0.000000e+00
-1.880700e-08 0.000000e+00 0.000000e+00
-1.916212e-08 0.000000e+00 0.000000e+00
-1.831267e-08 0.000000e+00 0.000000e+00
-1.902203e-08 0.000000e+00 0.000000e+00
2.921277e-08 0.000000e+00 0.000000e+00
1.190279e-08 0.000000e+00 0.000000e+00
-1.337304e-08 0.000000e+00 0.000000e+00
-2.488077e-09 0.000000e+00 0.000000e+00
-4.446708e-09 0.000000e+00 0.000000e+00
5.240206e-09 0.000000e+00 0.000000e+00
4.519726e-09 0.000000e+00 0.000000e+00
-8.634669e-09 0.000000e+00 0.000000e+00
7.994091e-09 0.000000e+00 0.000000e+00
8.001474e-09 0.000000e+00 0.000000e+00
2.412459e-08 0.000000e+00 0.000000e+00
2.186268e-08 0.000000e+00 0.000000e+00
2.121365e-08 0.000000e+00 0.000000e+00
2.195020e-08 0.000000e+00 0.000000e+00
2.080833e-08 0.000000e+00 0.000000e+00
-2.336888e-08 0.000000e+00 0.000000e+00
-2.348850e-08 0.000000e+00 0.000000e+00
-2.376470e-08 0.000000e+00 0.000000e+00
-2.440421e-08 0.000000e+00 0.000000e+00
-2.442802e-08 0.000000e+00 0.000000e+00
-1.750914e-09 0.000000e+00 0.000000e+00
-8.371779e-10 0.000000e+00 0.000000e+00
-3.003341e-08 0.000000e+00 0.000000e+00
