Step X Y Z 
121000 9.752686e-11 0.000000e+00 0.000000e+00
122000 1.139360e-10 0.000000e+00 0.000000e+00
123000 9.950442e-11 0.000000e+00 0.000000e+00
124000 1.112833e-10 0.000000e+00 0.000000e+00
125000 1.015951e-10 0.000000e+00 0.000000e+00
126000 1.057277e-10 0.000000e+00 0.000000e+00
127000 6.490438e-11 0.000000e+00 0.000000e+00
128000 9.463162e-11 0.000000e+00 0.000000e+00
129000 8.951962e-11 0.000000e+00 0.000000e+00
130000 9.313348e-11 0.000000e+00 0.000000e+00
131000 8.482364e-11 0.000000e+00 0.000000e+00
132000 7.881334e-11 0.000000e+00 0.000000e+00
133000 6.886073e-11 0.000000e+00 0.000000e+00
134000 7.745002e-11 0.000000e+00 0.000000e+00
135000 9.206183e-11 0.000000e+00 0.000000e+00
136000 7.628669e-11 0.000000e+00 0.000000e+00
137000 7.504925e-11 0.000000e+00 0.000000e+00
138000 7.441787e-11 0.000000e+00 0.000000e+00
139000 7.368925e-11 0.000000e+00 0.000000e+00
140000 6.760723e-11 0.000000e+00 0.000000e+00
141000 7.157671e-11 0.000000e+00 0.000000e+00
142000 7.240956e-11 0.000000e+00 0.000000e+00
143000 6.373500e-11 0.000000e+00 0.000000e+00
144000 5.273164e-11 0.000000e+00 0.000000e+00
145000 6.155801e-11 0.000000e+00 0.000000e+00
146000 6.642817e-11 0.000000e+00 0.000000e+00
147000 6.289217e-11 0.000000e+00 0.000000e+00
148000 6.026390e-11 0.000000e+00 0.000000e+00
149000 5.444100e-11 0.000000e+00 0.000000e+00
150000 5.824918e-11 0.000000e+00 0.000000e+00
151000 4.712822e-11 0.000000e+00 0.000000e+00
152000 5.005288e-11 0.000000e+00 0.000000e+00
153000 1.264965e-11 0.000000e+00 0.000000e+00
154000 -1.195347e-10 0.000000e+00 0.000000e+00
155000 -1.118906e-10 0.000000e+00 0.000000e+00
156000 -1.010947e-10 0.000000e+00 0.000000e+00
157000 -9.603543e-11 0.000000e+00 0.000000e+00
158000 -8.696760e-11 0.000000e+00 0.000000e+00
159000 -1.050241e-10 0.000000e+00 0.000000e+00
160000 -1.071084e-10 0.000000e+00 0.000000e+00
161000 -9.509050e-11 0.000000e+00 0.000000e+00
162000 -9.350694e-11 0.000000e+00 0.000000e+00
163000 -1.167404e-10 0.000000e+00 0.000000e+00
164000 -1.099742e-10 0.000000e+00 0.000000e+00
165000 -9.728240e-11 0.000000e+00 0.000000e+00
166000 -1.157200e-10 0.000000e+00 0.000000e+00
167000 -1.110841e-10 0.000000e+00 0.000000e+00
168000 -6.817387e-11 0.000000e+00 0.000000e+00
169000 -5.873886e-11 0.000000e+00 0.000000e+00
170000 -6.385337e-11 0.000000e+00 0.000000e+00
171000 -8.522324e-11 0.000000e+00 0.000000e+00
172000 -7.131027e-11 0.000000e+00 0.000000e+00
173000 -8.217151e-11 0.000000e+00 0.000000e+00
174000 -1.033778e-10 0.000000e+00 0.000000e+00
175000 -1.022433e-10 0.000000e+00 0.000000e+00
176000 -1.057751e-10 0.000000e+00 0.000000e+00
177000 -8.839486e-11 0.000000e+00 0.000000e+00
178000 -8.903710e-11 0.000000e+00 0.000000e+00
179000 -9.109614e-11 0.000000e+00 0.000000e+00
180000 -8.984133e-11 0.000000e+00 0.000000e+00
181000 -9.847679e-11 0.000000e+00 0.000000e+00
182000 -1.002351e-10 0.000000e+00 0.000000e+00
183000 -9.273207e-11 0.000000e+00 0.000000e+00
184000 -9.168729e-11 0.000000e+00 0.000000e+00
185000 -9.932083e-11 0.000000e+00 0.000000e+00
186000 -1.138508e-10 0.000000e+00 0.000000e+00
