step K U E temp
0 7.842233e-22 -4.059044e-20 -3.980622e-20 1.136021e+02
1000 3.388419e-23 -4.044778e-20 -4.041390e-20 4.908443e+00
2000 1.017491e-23 -4.104355e-20 -4.103337e-20 1.473932e+00
3000 1.195764e-22 -4.060643e-20 -4.048685e-20 1.732177e+01
4000 2.357300e-21 -4.093636e-20 -3.857906e-20 3.414771e+02
5000 6.317978e-22 -3.858874e-20 -3.795694e-20 9.152185e+01
6000 2.222207e-21 -3.583371e-20 -3.361150e-20 3.219076e+02
7000 5.545254e-21 -3.765588e-20 -3.211063e-20 8.032822e+02
8000 8.175574e-22 -4.063531e-20 -3.981775e-20 1.184309e+02
9000 5.702485e-22 -4.109355e-20 -4.052330e-20 8.260586e+01
10000 2.777600e-21 -3.911161e-20 -3.633401e-20 4.023615e+02
11000 1.060231e-22 -4.067344e-20 -4.056741e-20 1.535845e+01
12000 1.829625e-22 -4.031668e-20 -4.013372e-20 2.650383e+01
13000 3.100517e-22 -3.487717e-20 -3.456712e-20 4.491391e+01
14000 6.339720e-22 -3.590614e-20 -3.527217e-20 9.183681e+01
15000 1.118395e-23 -3.837789e-20 -3.836670e-20 1.620100e+00
16000 1.904344e-20 -4.094815e-20 -2.190471e-20 2.758622e+03
17000 1.656330e-26 -3.788237e-20 -3.788236e-20 2.399350e-03
18000 1.556998e-21 -3.854740e-20 -3.699040e-20 2.255458e+02
19000 3.353939e-21 -4.108859e-20 -3.773465e-20 4.858496e+02
20000 2.021822e-20 -4.104558e-20 -2.082735e-20 2.928800e+03
21000 1.581282e-23 -3.992288e-20 -3.990707e-20 2.290636e+00
22000 2.617794e-24 -4.104871e-20 -4.104609e-20 3.792120e-01
23000 1.410608e-22 -4.106269e-20 -4.092163e-20 2.043398e+01
24000 1.582090e-21 -4.106281e-20 -3.948072e-20 2.291806e+02
25000 2.337859e-20 -4.090399e-20 -1.752540e-20 3.386609e+03
26000 2.297070e-21 -3.248687e-20 -3.018980e-20 3.327521e+02
27000 6.719746e-21 -2.769581e-20 -2.097606e-20 9.734184e+02
28000 1.643258e-21 -4.080141e-20 -3.915815e-20 2.380414e+02
29000 3.373543e-21 -4.104359e-20 -3.767004e-20 4.886894e+02
30000 8.914930e-22 -4.007112e-20 -3.917962e-20 1.291412e+02
31000 4.805209e-22 -3.898825e-20 -3.850772e-20 6.960798e+01
32000 1.042548e-21 -3.539415e-20 -3.435160e-20 1.510228e+02
33000 2.034994e-23 -3.972537e-20 -3.970502e-20 2.947880e+00
34000 1.063007e-21 -4.037898e-20 -3.931597e-20 1.539866e+02
35000 2.129282e-21 -4.094123e-20 -3.881195e-20 3.084465e+02
36000 5.645647e-21 -4.109365e-20 -3.544800e-20 8.178250e+02
37000 1.036621e-22 -3.978907e-20 -3.968541e-20 1.501644e+01
38000 1.471554e-21 -4.098847e-20 -3.951692e-20 2.131685e+02
39000 6.797980e-22 -4.070493e-20 -4.002513e-20 9.847514e+01
40000 4.252085e-21 -4.107124e-20 -3.681915e-20 6.159545e+02
41000 1.267378e-23 -3.818489e-20 -3.817222e-20 1.835916e+00
42000 8.758643e-22 -3.614012e-20 -3.526425e-20 1.268772e+02
43000 1.908440e-22 -3.998751e-20 -3.979666e-20 2.764554e+01
44000 4.401002e-22 -4.109063e-20 -4.065053e-20 6.375266e+01
45000 7.350687e-23 -3.961502e-20 -3.954151e-20 1.064816e+01
46000 1.447111e-20 -3.615706e-20 -2.168595e-20 2.096276e+03
47000 1.037221e-22 -4.062538e-20 -4.052166e-20 1.502512e+01
48000 2.263611e-21 -4.080915e-20 -3.854554e-20 3.279053e+02
49000 1.937131e-22 -3.463381e-20 -3.444009e-20 2.806116e+01
50000 1.119532e-21 -3.903128e-20 -3.791175e-20 1.621747e+02
51000 2.350762e-21 -4.106950e-20 -3.871873e-20 3.405300e+02
52000 2.865314e-21 -3.784382e-20 -3.497851e-20 4.150677e+02
